pitch,roll,yaw,gyrox,gyroy,gyroz,accz,accx,accy,secayo,messageIndex
-8.08,-2.46,48.85,52.43,-115.07,-8.01,1,0.42,-0.11,0,114
-10.73,4.72,51.65,8.68,-16.08,0.82,1.17,0.18,0.07,0,115
-6.47,-6.06,52.58,3.25,-11.03,6.74,1.07,0.29,-0.2,0,116
0.69,1.67,53.89,11.49,61.26,-27.28,1.14,-0.08,-0.02,0,117
5.62,0.25,48.15,-1.01,5.14,-8.91,1.23,-0.07,-0.02,0,118
-11.57,-10.04,46.69,-39.68,-44.02,3.14,1.06,0.24,-0.15,0,119
-17.48,1.27,50.07,16.29,-28.28,20.33,1.24,0.18,0.11,0,120
-3.27,2.69,53.31,-5.71,66.35,-31.35,0.95,0.22,0.01,0,122
9.22,-1,49.6,-7.85,50.67,4.48,1.2,-0.13,0.01,0,123
3.06,-12.99,50.24,-19.33,-23.12,0.31,1.05,-0.03,-0.48,0,124
-14.15,-1.19,51.94,8.58,-62.36,17.26,1.29,0.09,0.04,0,125
-9.78,3.18,53.76,2.39,15.84,2.86,1.14,0.22,0.01,0,126
-1.02,-1.79,54.05,19.1,56.94,-19.54,0.92,0.21,-0.06,0,127
7.03,-1.47,51.18,-10.12,-1.84,1.69,1.24,-0.15,-0.06,0,128
-5.36,-12.44,50.04,-15.71,-1.85,-1.44,1.13,0.15,-0.18,0,129
-16.8,-1.28,51.11,26.79,-62.37,7.06,1.23,0.12,-0.01,0,130
-6.98,-11.3,54.63,-7.28,83.49,34.97,1.14,-0.03,0.02,0,132
2.59,-1.32,55.6,4.3,6.74,1.85,1.16,-0.1,0.05,0,133
0.82,-0.62,55,-7.47,-7.24,-4.97,1.21,-0.03,-0.02,0,134
-1.9,-9.73,54.72,-6.52,-102.68,-17.22,1.02,0.1,-0.6,1,135
-20.16,-1.87,56.29,19.83,-30.11,22.22,1.09,0.29,-0.08,1,136
-10.98,2.56,58.45,-4.98,23.39,-1.84,1.19,0.18,0.03,1,137
1.38,-8.97,57.46,2.5,44.13,18.17,1.2,-0.27,-0.05,1,138
6.59,6.16,57.86,-31.97,122.15,-8.22,1.32,-0.06,0.23,1,139
14.66,1.95,52.56,60.12,20.1,-28.76,1.98,-0.35,-0.18,1,140
9.13,6.81,58.44,295.55,-126.86,107.12,1.6,-0.03,1.23,1,141
10.15,60.46,66.26,219.11,2.38,17.84,0.74,-0.29,1.4,1,142
-14.94,55.27,82.38,-76.67,-161.61,89.27,1.31,0.16,1.88,1,143
-23.33,38.98,91.42,48.65,38.58,45.75,1.07,1,1.3,1,144
-31.76,42.39,92.07,2.17,23.2,-16.97,0.97,0.89,1.14,1,145
-23.76,44.52,89.51,17.37,31.28,-4.1,0.75,0.53,0.99,1,146
