pitch,roll,yaw,gyrox,gyroy,gyroz,accz,accx,accy,secayo,messageIndex
2.02,6.34,8.95,3.13,48.97,9.4,0.69,-0.05,0.15,0,54
14.37,-2.14,6.1,12.88,24.04,-39.16,0.68,-0.18,0.01,0,55
15.34,1.69,2.91,7.76,-13.2,23.37,0.87,-0.25,0.08,0,56
1,-17.31,6.1,6.65,-17.15,27.79,0.63,0.22,-0.16,0,57
-15.98,15.65,7.71,18.55,-29.49,-22.89,0.66,0.21,0.17,0,58
-4.93,3.94,8.42,-17.74,28.32,5.36,0.69,-0.21,-0.29,0,59
9.87,7.26,10.17,-13.48,35.48,6.9,0.74,-0.15,0.09,0,60
12.91,5.25,11.51,3.65,-58.23,12.49,0.91,-0.25,0.17,0,61
0.47,-4.94,15.3,11.75,-160.45,27.71,0.8,-0.09,-0.03,0,62
-13.56,11.43,20.83,-3.22,-14.81,19.76,0.63,0.16,0.11,0,63
8.6,-0.8,23.7,18.14,-79.93,7.89,0.66,-0.2,0.01,0,64
10.38,3.54,30.21,3.52,-42.05,27.76,0.78,-0.24,-0.02,0,65
5.23,-3.03,33.38,5.04,-80.48,8.49,0.72,0.01,-0.03,0,66
-23.6,10.02,38.54,4.51,-75.12,29.22,0.64,0.11,0.26,0,67
-13.62,-15.34,43.97,-11.4,-32.97,48,0.54,0.12,-0.22,0,68
10.41,0.57,51.64,-13.98,-57.61,14.31,0.95,-0.34,0.09,0,69
-9.29,2.58,51.78,6.89,-157.52,-12.64,0.89,-0.01,0.01,0,70
-12.25,2.98,51.11,5.64,-167.55,-3.5,1.12,-0.14,0.18,0,71
-31.33,9.59,52.74,27.41,-51.81,15.83,0.78,0.57,0.1,0,72
-4.66,0.46,58.98,31.67,15.72,17.62,0.88,-0.1,0.53,0,73
2.43,5.4,57.06,4.63,-10.69,-3.19,0.8,-0.01,0.13,1,74
6.5,5.04,55.26,-47.17,-97.41,-51.79,0.93,-0.2,-0.29,1,75
-7.35,17.36,52.96,6.57,-13.81,2.35,0.99,-0.08,0.63,1,76
1.31,7.74,51.26,1.99,76.5,20.09,1.32,-0.34,0.16,1,77
-18.27,-2.73,40.5,87.68,-251.7,-98.76,0.9,0.44,-0.37,1,78
-3.1,41.05,14.48,183.24,247.14,-51.77,1.15,-0.09,0.89,1,79
-26.67,99.16,-10.15,-45.86,260.41,-30.78,-0.82,1.83,1.7,1,80
4.81,89.42,-13.4,-50.67,-92.81,-29.1,-0.76,0.42,2.73,1,81
6.46,77.28,-15.47,2.43,-73.96,16.4,0.26,0.15,1.2,1,82
-10.22,78.52,-13.37,0.81,15.31,7.85,0.16,0.21,1.3,1,83
-7.5,80.56,-13.84,6.54,-1.18,-8.09,0.14,0.11,1.31,1,84
-7.76,80.25,-14.23,2.4,2.24,1.25,0.15,0.18,1.29,1,85
