pitch,roll,yaw,gyrox,gyroy,gyroz,accz,accx,accy,secayo,messageIndex
-6.44,4.66,1.89,-14.68,38.41,5.05,1.06,0.07,-0.08,0,50
-1.02,-0.17,1.18,15.67,31.51,-25.47,0.96,0.08,0.04,0,51
7.97,4.19,-0.66,4.07,-31.98,2.88,1.1,-0.11,0.14,0,52
-5.21,-6,0.04,0.97,-22.66,26.88,1.1,-0.11,0.01,0,53
-17.21,8.06,2.62,14.29,-48.39,13.05,1.12,0.21,0.2,0,54
-14.76,-12.2,5.88,6.63,34.09,11.92,0.89,0.24,-0.09,0,55
3.17,2.97,4.13,-2.79,67.69,-8.48,1.06,-0.19,0.09,0,56
4.99,3.14,0.49,-28.96,-9.82,-12.37,0.97,0.04,-0.12,0,57
-6.99,-5.46,0.87,28.77,-31.32,-11.97,0.9,0.38,-0.02,0,58
-4.11,5.38,-0.65,2.25,37.72,-10.31,1.07,0.12,0.05,0,59
-0.77,-6.72,1.08,-6.55,36.36,20.64,0.96,-0.16,0.22,0,60
12.19,3.43,-3.16,-4.38,25.7,-17.99,1.07,-0.19,0.08,0,61
-1.47,-10.51,-6.07,-15.28,-15.7,-5.3,0.93,0.07,-0.49,0,62
-12.5,0.61,-3.84,17.71,27.44,13.4,1.09,0.1,0.15,0,63
-0.35,3.92,-4.75,-14.73,48.82,4.35,1.1,0.04,0.04,0,64
-2,-5.34,-4.78,1.29,48.97,-39.48,0.95,0.13,-0.19,0,65
9.36,3.13,-8.2,-0.44,12.31,-15.39,1.11,-0.19,0.02,0,66
-5.34,-12.96,-11.02,-51.06,11.64,-3.29,1.07,0.26,-0.24,0,67
-12.53,3.18,-10.41,18.34,5.06,9.78,1.05,0.24,0.19,0,68
-2.46,3.38,-10.32,-17.77,67.23,7.78,1.17,0,0,0,69
2.17,-0.21,-12.2,0.94,128.73,-34.29,0.99,0.01,0.11,0,70
16.64,4.69,-18.1,-30.73,47.22,-14.14,1.06,-0.2,0.13,0,71
4.27,-12.11,-20.35,51.26,-67.55,-47.79,0.99,0.21,-0.59,0,72
3.44,1.18,-25.01,-27.08,109,-19.13,1.25,0.06,-0.03,0,73
6.76,-4.09,-26.91,5,33.64,-1.64,1.09,0.04,-0.25,0,74
5.55,3.14,-28.03,-3.32,98.83,-29.15,0.93,0.08,0.02,0,75
16.86,2.53,-33.33,-19.37,32.47,-9.58,1.14,-0.3,0.07,0,76
0.31,-9.94,-34.44,-33.58,46.22,35.89,1.15,-0.21,0.02,0,77
-7.63,5.92,-33.24,13.7,20.96,-5,1.07,0.19,0.16,0,78
1.38,-6.12,-32.77,-20.44,-20.36,-2.34,0.9,0.29,-0.33,0,79
9.42,2.16,-33.72,-13.61,89.72,-4.58,1.11,-0.18,0.12,0,80
11.98,3.02,-36.18,0.81,-15.21,-16.11,1.22,-0.21,0.02,0,81
-1.15,-7.22,-37.52,32.42,-88.49,-3.35,0.93,0.32,-0.1,0,82
-3.13,4.38,-36.83,6.45,81.67,-5.16,1.23,-0.01,0.1,0,83
11.7,-6.71,-37.83,8.14,74.83,-10.86,1.04,-0.32,0.21,0,84
16.99,3.52,-44.07,-22.82,81.23,-22.92,1.19,-0.27,0.04,0,85
1,-15.73,-50.31,-21.43,78.13,1.49,0.99,0.24,-0.14,0,86
-1.65,-1.45,-50.41,14.6,7.86,-7.19,1.14,0.04,0.06,0,87
1.07,0.97,-51.78,-15.32,73.84,8.94,1.22,0.02,0.06,0,88
5.91,-1.41,-53.7,-8.85,92.27,-21.06,1.15,-0.09,-0.04,0,89
11.95,3.24,-56.03,-8.33,36.04,-3.32,1.11,-0.14,0.12,0,90
2.69,-4.88,-60.14,-5.08,13.6,0.47,1.15,-0.24,0.19,0,91
-8.14,2.73,-61.45,-6.41,35.08,-4.81,1.1,0.21,0.11,0,92
1.25,0.74,-61.83,-11.9,49.03,-2.38,1.18,0.03,-0.09,0,93
5.16,-1.1,-63.88,-14.3,80.96,-14.64,1.11,-0.07,-0.03,0,94
13.66,3.78,-66.24,-15.58,26.09,-8.77,1.03,-0.21,0.15,0,95
-6.03,-5.55,-70.72,-8.7,-2.31,-11.56,0.92,0.3,-0.17,0,96
-13.89,2.01,-72.36,1.96,37.6,-2.77,1.09,0.31,0,0,97
-8.66,3.48,-73.05,-5.14,58.13,-4.37,1.05,0.32,0.07,0,98
3.56,4.65,-75.22,-0.62,32.04,-10.77,0.85,-0.04,0.09,0,99
5.44,4.85,-76.02,-15.71,13.72,-1.13,0.84,-0.01,0.11,0,100
0.42,1.86,-78.03,-26.5,54.91,-10.87,0.9,0.06,0.05,0,101
3.72,-2.43,-80,-18.3,91.84,-4.86,1.24,0.05,0.08,0,102
-0.58,0.09,-85.5,-15.31,72.47,-32.06,1.22,0.19,0.04,0,103
3.22,-0.54,-89.87,-5.25,55.06,0.93,1.18,0.01,0.01,0,104
7.37,0.66,-84.3,-18.73,-36.75,14.2,1.1,-0.27,0.37,0,105
5.08,0.01,-84.39,8.51,-46.54,4.73,1.16,-0.19,-0.03,0,106
-3.46,-0.13,-81.33,19.62,-106.94,21.77,1.13,-0.14,-0.08,0,107
-29.05,3.31,-78.41,26.43,-81.76,1.04,0.99,0.6,-0.05,0,108
-26.42,6.89,-76.9,-7.61,-45.98,5.04,1.08,0.46,0.13,0,109
-4.55,5.41,-70.09,-5.57,-39.11,19.87,0.99,0.16,0.4,0,110
2.54,4.26,-68.16,21.23,-64.72,5.81,1.01,-0.19,0.14,0,111
-8.76,-2.18,-66.1,10.84,-117.88,6.23,0.97,0.13,-0.31,0,112
-24.78,7.15,-65.07,13.74,-108.6,-3.7,1.05,0.54,0.1,0,113
-24.76,0.64,-63.07,-2.96,-34.11,11.43,1.06,0.35,-0.19,0,114
-10.83,-0.38,-58.91,17.04,15.96,13.91,1.08,-0.04,-0.05,0,115
1.67,0.59,-55.72,-3.71,-42.43,3.2,1.07,0.03,-0.06,0,116
-4.79,0.2,-56.19,-4,-3.36,0.1,1.08,0.05,0,0,117
-6.69,0.08,-56.6,-2.33,6.8,-0.38,1.07,0.16,0.01,0,118
-6.27,-0.08,-56.77,-1.64,2.01,0.26,1.1,0.12,-0.02,0,119
-5.64,0.93,-56.47,0.4,9.37,0.09,1.07,0.11,0.05,0,120
-4.13,-0.68,-56.27,2.9,11.55,2.17,1.08,0.1,-0.03,0,121
-1.33,-0.13,-55.4,1.16,0.51,2.36,1.1,-0.01,-0.01,0,122
-2.85,-0.16,-56.19,3.44,11.22,-6.96,1.05,0.04,-0.03,0,123
-3.07,-0.24,-56.91,-1.49,-2.28,-0.03,1.05,0.08,0,0,124
-3.65,-0.39,-56.82,-1.78,-1.65,-0.11,1.07,0.07,0,0,125
-3.89,-0.56,-57.12,6.26,-2.49,-2.14,1.07,0.08,0,0,126
-5.66,0.78,-57.73,1.67,2.65,-2.29,1.05,0.1,0.01,1,127
-4.92,0.32,-58.24,3.18,3.69,-1.88,1.05,0.1,0.01,1,128
-4.46,0.58,-58.82,6.55,2.09,-2.86,1.06,0.09,0,1,129
-4.97,1.28,-59.77,10.61,3.89,-3.96,1.04,0.09,0.01,1,130
-3.27,3.73,-60.73,21.74,10.41,-1.01,0.96,0.02,0.1,1,131
-0.3,7.6,-59.95,-20.09,25.99,6.75,1.07,0,0.03,1,132
5.03,6.89,-60.87,12.74,-17.82,-47.09,1.61,-0.13,0.1,1,133
-15.32,10.97,-88.24,291,-115.52,-119.39,1.17,0.38,0.79,1,134
-30.06,47.57,-95.14,56.48,98.6,-56.61,0.73,1.12,1.09,1,135
-0.66,86.27,-109.91,114.57,103.38,15.34,-0.19,-0.72,1.66,1,136
-13.07,65.96,-108.46,16,-27.46,-1.74,0.36,0.56,0.99,1,137
-13.3,71.54,-110.62,-16.18,4.01,-15.99,0.44,0.39,1.03,1,138
-10.05,71.19,-110.14,9.96,1.61,-4.72,0.25,0.23,1.26,1,139
-10.79,65.92,-110.35,-10.7,-33.2,-6.25,0.33,0.54,0.95,1,140
-14.11,79.77,-111.51,-32.99,41.08,-6.55,0.2,0.41,1.41,1,141
-15.42,60.75,-115.06,-20.15,-93.69,-45.12,0.53,0.12,1.03,1,142
-28.49,55.06,-121.31,24.1,-94.45,20.56,0.81,0.81,1.21,1,143
-33.84,51.06,-111.71,-17.06,49.29,41.77,0.82,0.9,1.34,1,144
-2.68,61.44,-112.69,-18,174.24,-59.48,0.44,0.24,1.26,1,145
