pitch,roll,yaw,gyrox,gyroy,gyroz,accz,accx,accy,secayo,messageIndex
-16.76,-9.16,10.85,-5.36,-9.55,-1.81,0.9,0.24,-0.09,0,25
-30.85,4.64,10.97,8.38,105.47,35.03,1.02,0.2,0.12,0,26
-17.72,6.79,13.85,7.28,4.08,14.87,1.11,0.18,0.12,0,27
-10.74,-10.2,17.56,5.08,164.34,70.82,1.05,-0.1,0.02,0,28
2.81,-1.9,19.52,-1.16,-10.85,-5.04,1.03,-0.05,0.01,0,29
-4.47,2.4,19.79,20.18,-80.21,6.03,1.01,0.07,0.07,0,30
-15.68,-6.46,19.6,9.94,-75.38,2.81,1.01,0.28,-0.17,0,31
-28.82,8.42,16.79,18.38,-16.3,-10.9,0.98,0.42,0.12,0,32
-25.31,8.52,17.31,30.34,-101.81,14.85,1.12,0.42,0.13,0,33
-0.02,10.1,36.11,-34.06,-113.61,-3.55,0.87,-0.31,0.18,0,34
1.92,-1.04,38.82,23.88,-99.4,18.76,1.1,-0.19,-0.06,0,35
-13.26,3.53,42.36,15.7,-100.45,4.76,1.09,0.09,0.07,0,36
-11.1,-0.65,41.6,-31.04,-78.13,-16.34,1.1,0.15,-0.17,0,37
3.65,6.55,48.93,-2.15,-26.66,-40.81,0.7,0.2,0.21,0,38
11.98,0.63,42.65,8.5,31.82,-1.21,1.16,-0.32,0.01,0,39
0.57,0.87,41.92,1.7,-36.7,-2.32,1.01,-0.05,-0.01,0,40
0.78,-0.18,41.72,24.34,-161.12,-24.45,1.22,-0.21,-0.03,0,41
-14.91,8.93,40.99,14.64,-75.08,-19.62,0.81,0.38,0.04,0,42
-6.15,3.93,41.25,-19.89,22.14,-1.12,0.94,0.21,-0.07,0,43
-2.54,1.25,41.32,-5.34,129.72,-8.52,0.86,0,-0.03,0,44
13.41,0.61,37.72,-2.81,4.17,-6.4,1.07,-0.25,0.02,0,45
-7.45,-11.26,36.84,15.19,80.82,45.1,1.11,-0.14,0.13,0,46
-15.27,7.47,37.62,18.64,37.78,25.74,1.21,-0.16,0.19,0,47
-13.8,6.84,38.94,-13.89,35.11,18.18,0.91,0.34,0.11,0,48
7.41,4.39,43.2,-26.76,-123.76,-63.88,0.91,-0.1,0.01,0,49
9.74,0.77,40.39,4.29,-6.13,11.16,1.17,-0.39,-0.01,0,50
-2.54,2.75,41.18,-9.45,-39.38,10.96,1.04,-0.11,0.14,0,51
-16.27,5.15,39.04,62.4,-264.91,-31.97,0.99,0.54,0.14,0,52
-29.94,6.13,39.41,9.16,70.88,18.39,0.85,0.46,0.09,0,53
-15.08,-1.19,43.28,-14.05,38.3,14.7,0.8,0.38,-0.11,0,54
-5.14,-0.5,45.93,-27.45,102.54,-1.23,0.83,-0.06,-0.34,0,55
5.47,0.89,47.14,12.26,-117.12,9.9,1.18,-0.14,-0.02,0,56
-18.85,-8.63,48.19,-49.76,-99.9,-12.97,0.98,0.52,-0.45,0,57
-41.07,5.14,48.13,26.17,57.73,20.71,0.69,0.69,0.14,0,58
-21.3,8.11,50.59,9.24,-31.67,6.77,1,0.28,0.11,0,59
-1.43,6.23,56.33,-49.57,-62.83,-3.74,0.99,0.05,0.4,0,60
6.87,2.56,53.68,15.66,25.34,-3.85,1.07,-0.2,0.09,0,61
-0.36,-1.57,52.49,-16.03,-88.5,-13.59,0.91,0.1,-0.13,0,62
1.73,0.15,53.73,43.37,-206.91,-52.63,1.21,0.02,0.06,0,63
-16.38,7.07,52.63,11.82,-20.02,-12.63,0.74,0.56,0.05,0,64
-6.21,-14.4,53.27,-24.46,-49.64,-21.48,0.62,0.23,-0.65,0,65
1.19,0.16,55.86,-16.17,38.57,1.58,1.1,-0.13,0.19,0,66
8.59,3.73,54.16,-9.02,-26.74,-7.64,1.08,-0.12,0.13,0,67
-6.06,-7.73,52.99,20.98,11.84,25.95,1.12,0.02,0.27,0,68
-14.17,4.95,52.62,17.8,-34.41,-6.36,1.3,-0.1,0.21,0,69
-18.47,-0.75,56.37,-57.92,241.49,82.42,1.22,-0.1,0.15,0,70
2.36,9.21,59.4,-0.32,122.97,-24.52,0.95,-0.36,-0.1,0,71
12.8,4.56,57.78,1.02,-38.31,-13.71,1.14,-0.32,0.24,0,72
-12.16,-15.86,52.69,-92.53,65.2,4.93,1.32,0.15,-0.41,0,73
-22.54,1.31,52.32,-3.85,88.39,18.58,1.14,0.02,0.05,0,74
-9.45,8.39,53.53,12.28,25,19.87,1,0.13,0.22,0,75
-4.08,9.21,58.96,-87.56,-51.21,-46.83,0.76,-0.04,0.02,0,76
11.75,3.73,56.81,-3.71,-1.35,3.49,1.13,-0.29,0.08,0,77
-3.98,-3.91,55.09,-10.24,-65.78,-23.01,0.89,0.28,-0.29,0,78
-13.14,-1.17,55.13,69.76,-195.69,-10.1,0.81,0.63,-0.19,0,79
-18.01,8.79,59.49,4.72,4.57,7.16,0.98,0.22,0.16,0,80
5.44,-7.81,64.4,17.24,124.37,56.82,1.2,-0.42,0.34,0,81
8.69,-2.12,65.08,6.67,-113.28,8.44,1.27,-0.28,-0.07,0,82
-22.09,2.95,66.62,7.53,-99.75,9.35,1.02,0.15,0.06,0,83
-5.59,-7.98,64.38,17.89,-19.52,-30.19,1.26,-0.09,-0.04,0,84
-33.11,4.14,59.45,41.56,-148.37,-2,0.94,0.82,-0.08,0,85
-35.26,11.41,66.42,7.86,-54.08,33.05,1,0.42,0.17,0,86
-3.63,6.62,72.47,-20.12,-3.95,10.59,0.84,-0.22,0.01,0,87
4.16,2.98,76.1,6.18,-41.21,9.98,0.99,-0.11,0.04,0,88
2.46,3.47,76.5,-6.12,-17.69,-6.29,0.92,-0.1,0.06,0,89
-11.87,-3.51,70.95,33.94,-160.22,-33.81,0.8,0.52,-0.19,0,90
-19.09,5.51,71.08,9.15,-46.25,0.36,1.02,0.3,0.09,1,91
-11.52,3.28,73.25,-6.85,3.76,14.79,1.13,0.19,0.11,1,92
-17.17,-7.99,72.32,-0.82,105.85,-6.51,0.7,0.2,-0.2,1,93
3.15,3.68,72.71,7.88,7.7,-2.2,1.08,-0.1,0.11,1,94
-9.26,-3.86,70.56,-2,-60.51,0.59,0.67,-0.2,-0.24,1,95
2.43,21.26,79.16,28.17,-82.68,-15.56,0.81,-0.11,0.21,1,96
23.16,4.92,82.63,9.65,81.06,17.23,1.07,-0.53,0.06,1,97
-27.89,13.32,66.75,222.66,-141.61,-114.57,0.06,0.75,0.86,1,98
-18.6,32.03,50.41,-46.64,-335.87,-44.6,1.46,0.48,0.27,1,99
-25.41,30.38,27.56,-22.23,-271.17,-69.29,1.09,1.29,0.85,1,100
-32.62,33.32,22.45,0.05,6.94,-7.06,0.81,1.36,1.43,1,101
-29.71,38.09,21.46,-2,36.02,-7.13,1.11,1.37,1.26,1,102
-30.1,39.27,21.47,12.38,-6.24,-11.85,0.91,0.94,1.07,1,103
